# ell deltaell
2.604788347712350856e+02 1.124439608833336024e+01
2.719712849126530614e+02 1.174050419450259142e+01
2.839707874231011147e+02 1.225850082639345828e+01
2.964997136943864007e+02 1.279935171617722744e+01
3.095814221547688021e+02 1.336406520458751856e+01
3.232403018174777571e+02 1.395369412083044836e+01
3.375018177506120765e+02 1.456933774543813342e+01
3.523925585531929983e+02 1.521214385972365335e+01
3.679402859258834155e+02 1.588331088565723803e+01
3.841739864287899309e+02 1.658409012015573580e+01
4.011239255228439333e+02 1.731578806795238279e+01
4.188217039955161454e+02 1.807976887739192762e+01
4.373003168760576500e+02 1.887745688369108166e+01
4.565942149501106542e+02 1.971033926441504036e+01
4.767393689883741672e+02 2.057996881211192886e+01
4.977733368090677004e+02 2.148796682927508073e+01
5.197353332992224750e+02 2.243602615103446851e+01
5.426663035253458247e+02 2.342591430121228768e+01
5.666089990697643088e+02 2.445947678762468058e+01
5.916080577349603118e+02 2.553864054276743900e+01
6.177100867645024209e+02 2.666541751631677926e+01
6.449637497357244911e+02 2.784190842612724737e+01
6.734198572861497496e+02 2.907030667472326968e+01
7.031314618428073118e+02 3.035290243859196835e+01
7.341539565310517901e+02 3.169208693789676090e+01
7.505000000000000000e+02 1.000000000000000000e+00
7.515000000000000000e+02 1.000000000000000000e+00
7.525000000000000000e+02 1.000000000000000000e+00
7.535000000000000000e+02 1.000000000000000000e+00
7.545000000000000000e+02 1.000000000000000000e+00
7.555000000000000000e+02 1.000000000000000000e+00
7.565000000000000000e+02 1.000000000000000000e+00
7.575000000000000000e+02 1.000000000000000000e+00
7.585000000000000000e+02 1.000000000000000000e+00
7.595000000000000000e+02 1.000000000000000000e+00
7.605000000000000000e+02 1.000000000000000000e+00
7.615000000000000000e+02 1.000000000000000000e+00
7.625000000000000000e+02 1.000000000000000000e+00
7.635000000000000000e+02 1.000000000000000000e+00
7.645000000000000000e+02 1.000000000000000000e+00
7.655000000000000000e+02 1.000000000000000000e+00
7.665000000000000000e+02 1.000000000000000000e+00
7.675000000000000000e+02 1.000000000000000000e+00
7.685000000000000000e+02 1.000000000000000000e+00
7.695000000000000000e+02 1.000000000000000000e+00
7.705000000000000000e+02 1.000000000000000000e+00
7.715000000000000000e+02 1.000000000000000000e+00
7.725000000000000000e+02 1.000000000000000000e+00
7.735000000000000000e+02 1.000000000000000000e+00
7.745000000000000000e+02 1.000000000000000000e+00
7.755000000000000000e+02 1.000000000000000000e+00
7.765000000000000000e+02 1.000000000000000000e+00
7.775000000000000000e+02 1.000000000000000000e+00
7.785000000000000000e+02 1.000000000000000000e+00
7.795000000000000000e+02 1.000000000000000000e+00
7.805000000000000000e+02 1.000000000000000000e+00
7.815000000000000000e+02 1.000000000000000000e+00
7.825000000000000000e+02 1.000000000000000000e+00
7.835000000000000000e+02 1.000000000000000000e+00
7.845000000000000000e+02 1.000000000000000000e+00
7.855000000000000000e+02 1.000000000000000000e+00
7.865000000000000000e+02 1.000000000000000000e+00
7.875000000000000000e+02 1.000000000000000000e+00
7.885000000000000000e+02 1.000000000000000000e+00
7.895000000000000000e+02 1.000000000000000000e+00
7.905000000000000000e+02 1.000000000000000000e+00
7.915000000000000000e+02 1.000000000000000000e+00
7.925000000000000000e+02 1.000000000000000000e+00
7.935000000000000000e+02 1.000000000000000000e+00
7.945000000000000000e+02 1.000000000000000000e+00
7.955000000000000000e+02 1.000000000000000000e+00
7.965000000000000000e+02 1.000000000000000000e+00
7.975000000000000000e+02 1.000000000000000000e+00
7.985000000000000000e+02 1.000000000000000000e+00
7.995000000000000000e+02 1.000000000000000000e+00
8.005000000000000000e+02 1.000000000000000000e+00
8.015000000000000000e+02 1.000000000000000000e+00
8.025000000000000000e+02 1.000000000000000000e+00
8.035000000000000000e+02 1.000000000000000000e+00
8.045000000000000000e+02 1.000000000000000000e+00
8.055000000000000000e+02 1.000000000000000000e+00
8.065000000000000000e+02 1.000000000000000000e+00
8.075000000000000000e+02 1.000000000000000000e+00
8.085000000000000000e+02 1.000000000000000000e+00
8.095000000000000000e+02 1.000000000000000000e+00
8.105000000000000000e+02 1.000000000000000000e+00
8.115000000000000000e+02 1.000000000000000000e+00
8.125000000000000000e+02 1.000000000000000000e+00
8.135000000000000000e+02 1.000000000000000000e+00
8.145000000000000000e+02 1.000000000000000000e+00
8.155000000000000000e+02 1.000000000000000000e+00
8.165000000000000000e+02 1.000000000000000000e+00
8.175000000000000000e+02 1.000000000000000000e+00
8.185000000000000000e+02 1.000000000000000000e+00
8.195000000000000000e+02 1.000000000000000000e+00
8.205000000000000000e+02 1.000000000000000000e+00
8.215000000000000000e+02 1.000000000000000000e+00
8.225000000000000000e+02 1.000000000000000000e+00
8.235000000000000000e+02 1.000000000000000000e+00
8.245000000000000000e+02 1.000000000000000000e+00
8.255000000000000000e+02 1.000000000000000000e+00
8.265000000000000000e+02 1.000000000000000000e+00
8.275000000000000000e+02 1.000000000000000000e+00
8.285000000000000000e+02 1.000000000000000000e+00
8.295000000000000000e+02 1.000000000000000000e+00
8.305000000000000000e+02 1.000000000000000000e+00
8.315000000000000000e+02 1.000000000000000000e+00
8.325000000000000000e+02 1.000000000000000000e+00
8.335000000000000000e+02 1.000000000000000000e+00
8.345000000000000000e+02 1.000000000000000000e+00
8.355000000000000000e+02 1.000000000000000000e+00
8.365000000000000000e+02 1.000000000000000000e+00
8.375000000000000000e+02 1.000000000000000000e+00
8.385000000000000000e+02 1.000000000000000000e+00
8.395000000000000000e+02 1.000000000000000000e+00
8.405000000000000000e+02 1.000000000000000000e+00
8.415000000000000000e+02 1.000000000000000000e+00
8.425000000000000000e+02 1.000000000000000000e+00
8.435000000000000000e+02 1.000000000000000000e+00
8.445000000000000000e+02 1.000000000000000000e+00
8.455000000000000000e+02 1.000000000000000000e+00
8.465000000000000000e+02 1.000000000000000000e+00
8.475000000000000000e+02 1.000000000000000000e+00
8.485000000000000000e+02 1.000000000000000000e+00
8.495000000000000000e+02 1.000000000000000000e+00
8.505000000000000000e+02 1.000000000000000000e+00
8.515000000000000000e+02 1.000000000000000000e+00
8.525000000000000000e+02 1.000000000000000000e+00
8.535000000000000000e+02 1.000000000000000000e+00
8.545000000000000000e+02 1.000000000000000000e+00
8.555000000000000000e+02 1.000000000000000000e+00
8.565000000000000000e+02 1.000000000000000000e+00
8.575000000000000000e+02 1.000000000000000000e+00
8.585000000000000000e+02 1.000000000000000000e+00
8.595000000000000000e+02 1.000000000000000000e+00
8.605000000000000000e+02 1.000000000000000000e+00
8.615000000000000000e+02 1.000000000000000000e+00
8.625000000000000000e+02 1.000000000000000000e+00
8.635000000000000000e+02 1.000000000000000000e+00
8.645000000000000000e+02 1.000000000000000000e+00
8.655000000000000000e+02 1.000000000000000000e+00
8.665000000000000000e+02 1.000000000000000000e+00
8.675000000000000000e+02 1.000000000000000000e+00
8.685000000000000000e+02 1.000000000000000000e+00
8.695000000000000000e+02 1.000000000000000000e+00
8.705000000000000000e+02 1.000000000000000000e+00
8.715000000000000000e+02 1.000000000000000000e+00
8.725000000000000000e+02 1.000000000000000000e+00
8.735000000000000000e+02 1.000000000000000000e+00
8.745000000000000000e+02 1.000000000000000000e+00
8.755000000000000000e+02 1.000000000000000000e+00
8.765000000000000000e+02 1.000000000000000000e+00
8.775000000000000000e+02 1.000000000000000000e+00
8.785000000000000000e+02 1.000000000000000000e+00
8.795000000000000000e+02 1.000000000000000000e+00
8.805000000000000000e+02 1.000000000000000000e+00
8.815000000000000000e+02 1.000000000000000000e+00
8.825000000000000000e+02 1.000000000000000000e+00
8.835000000000000000e+02 1.000000000000000000e+00
8.845000000000000000e+02 1.000000000000000000e+00
8.855000000000000000e+02 1.000000000000000000e+00
8.865000000000000000e+02 1.000000000000000000e+00
8.875000000000000000e+02 1.000000000000000000e+00
8.885000000000000000e+02 1.000000000000000000e+00
8.895000000000000000e+02 1.000000000000000000e+00
8.905000000000000000e+02 1.000000000000000000e+00
8.915000000000000000e+02 1.000000000000000000e+00
8.925000000000000000e+02 1.000000000000000000e+00
8.935000000000000000e+02 1.000000000000000000e+00
8.945000000000000000e+02 1.000000000000000000e+00
8.955000000000000000e+02 1.000000000000000000e+00
8.965000000000000000e+02 1.000000000000000000e+00
8.975000000000000000e+02 1.000000000000000000e+00
8.985000000000000000e+02 1.000000000000000000e+00
8.995000000000000000e+02 1.000000000000000000e+00
9.005000000000000000e+02 1.000000000000000000e+00
9.015000000000000000e+02 1.000000000000000000e+00
9.025000000000000000e+02 1.000000000000000000e+00
9.035000000000000000e+02 1.000000000000000000e+00
9.045000000000000000e+02 1.000000000000000000e+00
9.055000000000000000e+02 1.000000000000000000e+00
9.065000000000000000e+02 1.000000000000000000e+00
9.075000000000000000e+02 1.000000000000000000e+00
9.085000000000000000e+02 1.000000000000000000e+00
9.095000000000000000e+02 1.000000000000000000e+00
9.105000000000000000e+02 1.000000000000000000e+00
9.115000000000000000e+02 1.000000000000000000e+00
9.125000000000000000e+02 1.000000000000000000e+00
9.135000000000000000e+02 1.000000000000000000e+00
9.145000000000000000e+02 1.000000000000000000e+00
9.155000000000000000e+02 1.000000000000000000e+00
9.165000000000000000e+02 1.000000000000000000e+00
9.175000000000000000e+02 1.000000000000000000e+00
9.185000000000000000e+02 1.000000000000000000e+00
9.195000000000000000e+02 1.000000000000000000e+00
9.205000000000000000e+02 1.000000000000000000e+00
9.215000000000000000e+02 1.000000000000000000e+00
9.225000000000000000e+02 1.000000000000000000e+00
9.235000000000000000e+02 1.000000000000000000e+00
9.245000000000000000e+02 1.000000000000000000e+00
9.255000000000000000e+02 1.000000000000000000e+00
9.265000000000000000e+02 1.000000000000000000e+00
9.275000000000000000e+02 1.000000000000000000e+00
9.285000000000000000e+02 1.000000000000000000e+00
9.295000000000000000e+02 1.000000000000000000e+00
9.305000000000000000e+02 1.000000000000000000e+00
9.315000000000000000e+02 1.000000000000000000e+00
9.325000000000000000e+02 1.000000000000000000e+00
9.335000000000000000e+02 1.000000000000000000e+00
9.345000000000000000e+02 1.000000000000000000e+00
9.355000000000000000e+02 1.000000000000000000e+00
9.365000000000000000e+02 1.000000000000000000e+00
9.375000000000000000e+02 1.000000000000000000e+00
9.385000000000000000e+02 1.000000000000000000e+00
9.395000000000000000e+02 1.000000000000000000e+00
9.405000000000000000e+02 1.000000000000000000e+00
9.415000000000000000e+02 1.000000000000000000e+00
9.425000000000000000e+02 1.000000000000000000e+00
9.435000000000000000e+02 1.000000000000000000e+00
9.445000000000000000e+02 1.000000000000000000e+00
9.455000000000000000e+02 1.000000000000000000e+00
9.465000000000000000e+02 1.000000000000000000e+00
9.475000000000000000e+02 1.000000000000000000e+00
9.485000000000000000e+02 1.000000000000000000e+00
9.495000000000000000e+02 1.000000000000000000e+00
9.505000000000000000e+02 1.000000000000000000e+00
9.515000000000000000e+02 1.000000000000000000e+00
9.525000000000000000e+02 1.000000000000000000e+00
9.535000000000000000e+02 1.000000000000000000e+00
9.545000000000000000e+02 1.000000000000000000e+00
9.555000000000000000e+02 1.000000000000000000e+00
9.565000000000000000e+02 1.000000000000000000e+00
9.575000000000000000e+02 1.000000000000000000e+00
9.585000000000000000e+02 1.000000000000000000e+00
9.595000000000000000e+02 1.000000000000000000e+00
9.605000000000000000e+02 1.000000000000000000e+00
9.615000000000000000e+02 1.000000000000000000e+00
9.625000000000000000e+02 1.000000000000000000e+00
9.635000000000000000e+02 1.000000000000000000e+00
9.645000000000000000e+02 1.000000000000000000e+00
9.655000000000000000e+02 1.000000000000000000e+00
9.665000000000000000e+02 1.000000000000000000e+00
9.675000000000000000e+02 1.000000000000000000e+00
9.685000000000000000e+02 1.000000000000000000e+00
9.695000000000000000e+02 1.000000000000000000e+00
9.705000000000000000e+02 1.000000000000000000e+00
9.715000000000000000e+02 1.000000000000000000e+00
9.725000000000000000e+02 1.000000000000000000e+00
9.735000000000000000e+02 1.000000000000000000e+00
9.745000000000000000e+02 1.000000000000000000e+00
9.755000000000000000e+02 1.000000000000000000e+00
9.765000000000000000e+02 1.000000000000000000e+00
9.775000000000000000e+02 1.000000000000000000e+00
9.785000000000000000e+02 1.000000000000000000e+00
9.795000000000000000e+02 1.000000000000000000e+00
9.805000000000000000e+02 1.000000000000000000e+00
9.815000000000000000e+02 1.000000000000000000e+00
9.825000000000000000e+02 1.000000000000000000e+00
9.835000000000000000e+02 1.000000000000000000e+00
9.845000000000000000e+02 1.000000000000000000e+00
9.855000000000000000e+02 1.000000000000000000e+00
9.865000000000000000e+02 1.000000000000000000e+00
9.875000000000000000e+02 1.000000000000000000e+00
9.885000000000000000e+02 1.000000000000000000e+00
9.895000000000000000e+02 1.000000000000000000e+00
9.905000000000000000e+02 1.000000000000000000e+00
9.915000000000000000e+02 1.000000000000000000e+00
9.925000000000000000e+02 1.000000000000000000e+00
9.935000000000000000e+02 1.000000000000000000e+00
9.945000000000000000e+02 1.000000000000000000e+00
9.955000000000000000e+02 1.000000000000000000e+00
9.965000000000000000e+02 1.000000000000000000e+00
9.975000000000000000e+02 1.000000000000000000e+00
9.985000000000000000e+02 1.000000000000000000e+00
9.995000000000000000e+02 1.000000000000000000e+00
1.000500000000000000e+03 1.000000000000000000e+00
1.001500000000000000e+03 1.000000000000000000e+00
1.002500000000000000e+03 1.000000000000000000e+00
1.003500000000000000e+03 1.000000000000000000e+00
1.004500000000000000e+03 1.000000000000000000e+00
1.005500000000000000e+03 1.000000000000000000e+00
1.006500000000000000e+03 1.000000000000000000e+00
1.007500000000000000e+03 1.000000000000000000e+00
1.008500000000000000e+03 1.000000000000000000e+00
1.009500000000000000e+03 1.000000000000000000e+00
1.010500000000000000e+03 1.000000000000000000e+00
1.011500000000000000e+03 1.000000000000000000e+00
1.012500000000000000e+03 1.000000000000000000e+00
1.013500000000000000e+03 1.000000000000000000e+00
1.014500000000000000e+03 1.000000000000000000e+00
1.015500000000000000e+03 1.000000000000000000e+00
1.016500000000000000e+03 1.000000000000000000e+00
1.017500000000000000e+03 1.000000000000000000e+00
1.018500000000000000e+03 1.000000000000000000e+00
1.019500000000000000e+03 1.000000000000000000e+00
1.020500000000000000e+03 1.000000000000000000e+00
1.021500000000000000e+03 1.000000000000000000e+00
1.022500000000000000e+03 1.000000000000000000e+00
1.023500000000000000e+03 1.000000000000000000e+00
1.024500000000000000e+03 1.000000000000000000e+00
1.025500000000000000e+03 1.000000000000000000e+00
1.026500000000000000e+03 1.000000000000000000e+00
1.027500000000000000e+03 1.000000000000000000e+00
1.028500000000000000e+03 1.000000000000000000e+00
1.029500000000000000e+03 1.000000000000000000e+00
1.030500000000000000e+03 1.000000000000000000e+00
1.031500000000000000e+03 1.000000000000000000e+00
1.032500000000000000e+03 1.000000000000000000e+00
1.033500000000000000e+03 1.000000000000000000e+00
1.034500000000000000e+03 1.000000000000000000e+00
1.035500000000000000e+03 1.000000000000000000e+00
1.036500000000000000e+03 1.000000000000000000e+00
1.037500000000000000e+03 1.000000000000000000e+00
1.038500000000000000e+03 1.000000000000000000e+00
1.039500000000000000e+03 1.000000000000000000e+00
1.040500000000000000e+03 1.000000000000000000e+00
1.041500000000000000e+03 1.000000000000000000e+00
1.042500000000000000e+03 1.000000000000000000e+00
1.043500000000000000e+03 1.000000000000000000e+00
1.044500000000000000e+03 1.000000000000000000e+00
1.045500000000000000e+03 1.000000000000000000e+00
1.046500000000000000e+03 1.000000000000000000e+00
1.047500000000000000e+03 1.000000000000000000e+00
1.048500000000000000e+03 1.000000000000000000e+00
1.049500000000000000e+03 1.000000000000000000e+00
1.050500000000000000e+03 1.000000000000000000e+00
1.051500000000000000e+03 1.000000000000000000e+00
1.052500000000000000e+03 1.000000000000000000e+00
1.053500000000000000e+03 1.000000000000000000e+00
1.054500000000000000e+03 1.000000000000000000e+00
1.055500000000000000e+03 1.000000000000000000e+00
1.056500000000000000e+03 1.000000000000000000e+00
1.057500000000000000e+03 1.000000000000000000e+00
1.058500000000000000e+03 1.000000000000000000e+00
1.059500000000000000e+03 1.000000000000000000e+00
1.060500000000000000e+03 1.000000000000000000e+00
1.061500000000000000e+03 1.000000000000000000e+00
1.062500000000000000e+03 1.000000000000000000e+00
1.063500000000000000e+03 1.000000000000000000e+00
1.064500000000000000e+03 1.000000000000000000e+00
1.065500000000000000e+03 1.000000000000000000e+00
1.066500000000000000e+03 1.000000000000000000e+00
1.067500000000000000e+03 1.000000000000000000e+00
1.068500000000000000e+03 1.000000000000000000e+00
1.069500000000000000e+03 1.000000000000000000e+00
1.070500000000000000e+03 1.000000000000000000e+00
1.071500000000000000e+03 1.000000000000000000e+00
1.072500000000000000e+03 1.000000000000000000e+00
1.073500000000000000e+03 1.000000000000000000e+00
1.074500000000000000e+03 1.000000000000000000e+00
1.075500000000000000e+03 1.000000000000000000e+00
1.076500000000000000e+03 1.000000000000000000e+00
1.077500000000000000e+03 1.000000000000000000e+00
1.078500000000000000e+03 1.000000000000000000e+00
1.079500000000000000e+03 1.000000000000000000e+00
1.080500000000000000e+03 1.000000000000000000e+00
1.081500000000000000e+03 1.000000000000000000e+00
1.082500000000000000e+03 1.000000000000000000e+00
1.083500000000000000e+03 1.000000000000000000e+00
1.084500000000000000e+03 1.000000000000000000e+00
1.085500000000000000e+03 1.000000000000000000e+00
1.086500000000000000e+03 1.000000000000000000e+00
1.087500000000000000e+03 1.000000000000000000e+00
1.088500000000000000e+03 1.000000000000000000e+00
1.089500000000000000e+03 1.000000000000000000e+00
1.090500000000000000e+03 1.000000000000000000e+00
1.091500000000000000e+03 1.000000000000000000e+00
1.092500000000000000e+03 1.000000000000000000e+00
1.093500000000000000e+03 1.000000000000000000e+00
1.094500000000000000e+03 1.000000000000000000e+00
1.095500000000000000e+03 1.000000000000000000e+00
1.096500000000000000e+03 1.000000000000000000e+00
1.097500000000000000e+03 1.000000000000000000e+00
1.098500000000000000e+03 1.000000000000000000e+00
1.099500000000000000e+03 1.000000000000000000e+00
1.100500000000000000e+03 1.000000000000000000e+00
1.101500000000000000e+03 1.000000000000000000e+00
1.102500000000000000e+03 1.000000000000000000e+00
1.103500000000000000e+03 1.000000000000000000e+00
1.104500000000000000e+03 1.000000000000000000e+00
1.105500000000000000e+03 1.000000000000000000e+00
1.106500000000000000e+03 1.000000000000000000e+00
1.107500000000000000e+03 1.000000000000000000e+00
1.108500000000000000e+03 1.000000000000000000e+00
1.109500000000000000e+03 1.000000000000000000e+00
1.110500000000000000e+03 1.000000000000000000e+00
1.111500000000000000e+03 1.000000000000000000e+00
1.112500000000000000e+03 1.000000000000000000e+00
1.113500000000000000e+03 1.000000000000000000e+00
1.114500000000000000e+03 1.000000000000000000e+00
1.115500000000000000e+03 1.000000000000000000e+00
1.116500000000000000e+03 1.000000000000000000e+00
1.117500000000000000e+03 1.000000000000000000e+00
1.118500000000000000e+03 1.000000000000000000e+00
1.119500000000000000e+03 1.000000000000000000e+00
1.120500000000000000e+03 1.000000000000000000e+00
1.121500000000000000e+03 1.000000000000000000e+00
1.122500000000000000e+03 1.000000000000000000e+00
1.123500000000000000e+03 1.000000000000000000e+00
1.124500000000000000e+03 1.000000000000000000e+00
1.125500000000000000e+03 1.000000000000000000e+00
1.126500000000000000e+03 1.000000000000000000e+00
1.127500000000000000e+03 1.000000000000000000e+00
1.128500000000000000e+03 1.000000000000000000e+00
1.129500000000000000e+03 1.000000000000000000e+00
1.130500000000000000e+03 1.000000000000000000e+00
1.131500000000000000e+03 1.000000000000000000e+00
1.132500000000000000e+03 1.000000000000000000e+00
1.133500000000000000e+03 1.000000000000000000e+00
1.134500000000000000e+03 1.000000000000000000e+00
1.135500000000000000e+03 1.000000000000000000e+00
1.136500000000000000e+03 1.000000000000000000e+00
1.137500000000000000e+03 1.000000000000000000e+00
1.138500000000000000e+03 1.000000000000000000e+00
1.139500000000000000e+03 1.000000000000000000e+00
1.140500000000000000e+03 1.000000000000000000e+00
1.141500000000000000e+03 1.000000000000000000e+00
1.142500000000000000e+03 1.000000000000000000e+00
1.143500000000000000e+03 1.000000000000000000e+00
1.144500000000000000e+03 1.000000000000000000e+00
1.145500000000000000e+03 1.000000000000000000e+00
1.146500000000000000e+03 1.000000000000000000e+00
1.147500000000000000e+03 1.000000000000000000e+00
1.148500000000000000e+03 1.000000000000000000e+00
1.149500000000000000e+03 1.000000000000000000e+00
1.150500000000000000e+03 1.000000000000000000e+00
1.151500000000000000e+03 1.000000000000000000e+00
1.152500000000000000e+03 1.000000000000000000e+00
1.153500000000000000e+03 1.000000000000000000e+00
1.154500000000000000e+03 1.000000000000000000e+00
1.155500000000000000e+03 1.000000000000000000e+00
1.156500000000000000e+03 1.000000000000000000e+00
1.157500000000000000e+03 1.000000000000000000e+00
1.158500000000000000e+03 1.000000000000000000e+00
1.159500000000000000e+03 1.000000000000000000e+00
1.160500000000000000e+03 1.000000000000000000e+00
1.161500000000000000e+03 1.000000000000000000e+00
1.162500000000000000e+03 1.000000000000000000e+00
1.163500000000000000e+03 1.000000000000000000e+00
1.164500000000000000e+03 1.000000000000000000e+00
1.165500000000000000e+03 1.000000000000000000e+00
1.166500000000000000e+03 1.000000000000000000e+00
1.167500000000000000e+03 1.000000000000000000e+00
1.168500000000000000e+03 1.000000000000000000e+00
1.169500000000000000e+03 1.000000000000000000e+00
1.170500000000000000e+03 1.000000000000000000e+00
1.171500000000000000e+03 1.000000000000000000e+00
1.172500000000000000e+03 1.000000000000000000e+00
1.173500000000000000e+03 1.000000000000000000e+00
1.174500000000000000e+03 1.000000000000000000e+00
1.175500000000000000e+03 1.000000000000000000e+00
1.176500000000000000e+03 1.000000000000000000e+00
1.177500000000000000e+03 1.000000000000000000e+00
1.178500000000000000e+03 1.000000000000000000e+00
1.179500000000000000e+03 1.000000000000000000e+00
1.180500000000000000e+03 1.000000000000000000e+00
1.181500000000000000e+03 1.000000000000000000e+00
1.182500000000000000e+03 1.000000000000000000e+00
1.183500000000000000e+03 1.000000000000000000e+00
1.184500000000000000e+03 1.000000000000000000e+00
1.185500000000000000e+03 1.000000000000000000e+00
1.186500000000000000e+03 1.000000000000000000e+00
1.187500000000000000e+03 1.000000000000000000e+00
1.188500000000000000e+03 1.000000000000000000e+00
1.189500000000000000e+03 1.000000000000000000e+00
1.190500000000000000e+03 1.000000000000000000e+00
1.191500000000000000e+03 1.000000000000000000e+00
1.192500000000000000e+03 1.000000000000000000e+00
1.193500000000000000e+03 1.000000000000000000e+00
1.194500000000000000e+03 1.000000000000000000e+00
1.195500000000000000e+03 1.000000000000000000e+00
1.196500000000000000e+03 1.000000000000000000e+00
1.197500000000000000e+03 1.000000000000000000e+00
1.198500000000000000e+03 1.000000000000000000e+00
1.199500000000000000e+03 1.000000000000000000e+00
1.200500000000000000e+03 1.000000000000000000e+00
1.201500000000000000e+03 1.000000000000000000e+00
1.202500000000000000e+03 1.000000000000000000e+00
1.203500000000000000e+03 1.000000000000000000e+00
1.204500000000000000e+03 1.000000000000000000e+00
1.205500000000000000e+03 1.000000000000000000e+00
1.206500000000000000e+03 1.000000000000000000e+00
1.207500000000000000e+03 1.000000000000000000e+00
1.208500000000000000e+03 1.000000000000000000e+00
1.209500000000000000e+03 1.000000000000000000e+00
1.210500000000000000e+03 1.000000000000000000e+00
1.211500000000000000e+03 1.000000000000000000e+00
1.212500000000000000e+03 1.000000000000000000e+00
1.213500000000000000e+03 1.000000000000000000e+00
1.214500000000000000e+03 1.000000000000000000e+00
1.215500000000000000e+03 1.000000000000000000e+00
1.216500000000000000e+03 1.000000000000000000e+00
1.217500000000000000e+03 1.000000000000000000e+00
1.218500000000000000e+03 1.000000000000000000e+00
1.219500000000000000e+03 1.000000000000000000e+00
1.220500000000000000e+03 1.000000000000000000e+00
1.221500000000000000e+03 1.000000000000000000e+00
1.222500000000000000e+03 1.000000000000000000e+00
1.223500000000000000e+03 1.000000000000000000e+00
1.224500000000000000e+03 1.000000000000000000e+00
1.225500000000000000e+03 1.000000000000000000e+00
1.226500000000000000e+03 1.000000000000000000e+00
1.227500000000000000e+03 1.000000000000000000e+00
1.228500000000000000e+03 1.000000000000000000e+00
1.229500000000000000e+03 1.000000000000000000e+00
1.230500000000000000e+03 1.000000000000000000e+00
1.231500000000000000e+03 1.000000000000000000e+00
